"","quant_INF1","quant_INF2","quant_INF3"
"TGME49_207730",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_207740",-1.15404584374514,0.610692535783711,0.54335330796143
"TGME49_207965",0.341955409382796,-1.12612160667444,0.78416619729164
"TGME49_207970",-1.08023920072905,0.893407658337327,0.186831542391726
"TGME49_208380",-1.12682614526218,0.345016349292146,0.781809795970029
"TGME49_208730",-0.748504897622678,-0.387197033213644,1.13570193083635
"TGME49_208740",-0.597988802890795,-0.556462811811307,1.1544516147021
"TGME49_208810",-0.0362383960169579,1.01762661868658,-0.98138822266962
"TGME49_209230",0,0,0
"TGME49_209470",0.763357566311725,-1.13198799905687,0.368630432745142
"TGME49_209510",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_209515",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_209560",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_209583",0,0,0
"TGME49_209585",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_209610",-1.10397352630605,0.845128094103717,0.25884543220233
"TGME49_209620",0,0,0
"TGME49_209755",-1.11545213997011,0.299220958667921,0.816231181302185
"TGME49_209810",0.69100148553364,-1.14667969296629,0.455678207432651
"TGME49_209920",0.332494848259212,-1.12389317382561,0.791398325566393
"TGME49_209985",-1.14794345828643,0.465946905917026,0.681996552369402
"TGME49_210095",1.13098750269383,-0.363874179968596,-0.767113322725237
"TGME49_210100",0,0,0
"TGME49_210210",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_210320",1.07160321223848,-0.908293104868045,-0.163310107370433
"TGME49_210330",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_210400",-1.1411907760734,0.418074210970223,0.723116565103177
"TGME49_210678",0.835651345521481,0.272293970160764,-1.10794531568224
"TGME49_210740",0.745043598788032,-1.13651298188812,0.391469383100084
"TGME49_210783",0,0,0
"TGME49_210950",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_211050",-0.142132351183848,-0.921329308104075,1.06346165928792
"TGME49_211320",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_211385",-1.1329165324692,0.373131863890079,0.759784668579119
"TGME49_211910",0.717694610427199,0.424533722526295,-1.14222833295349
"TGME49_212075",-0.721786746457126,-0.419662787133487,1.1414495335906
"TGME49_212275",0.0376389811382266,-1.01828808953766,0.980649108399436
"TGME49_212710",0.520523270758778,-1.15289349871888,0.632370227960105
"TGME49_212740",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_212750",0,0,0
"TGME49_213340",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_213360",0,0,0
"TGME49_213700",-0.59408739729682,-0.560449813443559,1.15453721074038
"TGME49_213860",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_214510",-1.1429775389421,0.713621661883004,0.4293558770591
"TGME49_215328",-1.03693333844069,0.0784928759977357,0.958440462442951
"TGME49_215540",0.677397670371051,-1.14854406554248,0.471146395171426
"TGME49_215670",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_215885",0,0,0
"TGME49_215900",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_216140",-0.584484698509196,1.15467102915019,-0.570186330640998
"TGME49_216150",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_216200",-1.15327681886149,0.626281478509357,0.526995340352132
"TGME49_216280",-1.11690635868048,0.812205301408865,0.304701057271618
"TGME49_216290",1.14872134117538,-0.472726718356276,-0.675994622819104
"TGME49_216400",-1.14456325819362,0.70449815981405,0.440065098379571
"TGME49_216875",0,0,0
"TGME49_217040",0,0,0
"TGME49_217390",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_217800",0.479499164147391,0.669953893618503,-1.14945305776589
"TGME49_217855",0.710001070879509,0.43362095774469,-1.1436220286242
"TGME49_218130",-0.178394112780467,-0.898796696319747,1.07719080910022
"TGME49_218210",0.638886373166796,0.513544299298793,-1.15243067246559
"TGME49_218290",-1.11170787260508,0.285522279830519,0.826185592774566
"TGME49_218450",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_218460",0,0,0
"TGME49_218470",0.623341999864978,-1.1534450571493,0.53010305728432
"TGME49_218890",0.64481566452984,0.507146005097494,-1.15196166962733
"TGME49_218900",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_218930",0,0,0
"TGME49_219110",-1.09600845823106,0.862764605615621,0.23324385261544
"TGME49_219348",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_219370",-1.08990105036593,0.214667653528326,0.875233396837603
"TGME49_219450",0.0717903530778422,0.962170256638543,-1.03396060971639
"TGME49_219610",-1.15317973973669,0.627896457121919,0.525283282614776
"TGME49_219660",-1.11125860544281,0.827342817055852,0.283915788386957
"TGME49_219670",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_219742",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_220070",0.0271616891706034,-1.01330414729513,0.986142458124528
"TGME49_220080",-1.09047156335739,0.874103273431333,0.216368289926054
"TGME49_220420",0.662385999564204,-1.15029835972428,0.487912360160072
"TGME49_220560",1.14043586612212,-0.413519093094945,-0.726916773027169
"TGME49_220720",-0.857858835464218,-0.240442424977141,1.09830126044136
"TGME49_221275",0.592333116120404,0.562236674494475,-1.15456979061488
"TGME49_221420",-0.522873029434856,-0.630164767424547,1.1530377968594
"TGME49_221550",-0.612447905085756,-0.541526407331445,1.15397431241721
"TGME49_221560",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_221665",0.892598446870343,0.188091042476506,-1.08068948934685
"TGME49_221840",0.457479224130331,-1.146908752048,0.689429527917685
"TGME49_221930",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_222188",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_222260",0,0,0
"TGME49_222370",1.15429845811401,-0.550761690393605,-0.603536767720406
"TGME49_222385",1.06570527857886,-0.147879660488501,-0.917825618090362
"TGME49_222700",-1.02990742059034,0.0627722989570622,0.967135121633273
"TGME49_223430",0.773736510242944,-1.12916122931549,0.355424719072548
"TGME49_223700",0,0,0
"TGME49_223725",-0.680504172701004,1.14814165380536,-0.467637481104352
"TGME49_223830",-1.10210999533019,0.84940909709221,0.252700898237982
"TGME49_223900",-0.85223738959384,1.10085462376003,-0.248617234166188
"TGME49_224010",1.13916511472075,-0.733066902337035,-0.406098212383713
"TGME49_224100",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_224140",0.618511076782096,0.535186902467645,-1.15369797924974
"TGME49_224170",-1.10671466243099,0.838641386097984,0.268073276333007
"TGME49_224180",-1.1370690381827,0.742619273750411,0.394449764432287
"TGME49_224680",0.0125495924174482,0.993666142445963,-1.00621573486341
"TGME49_224905",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_224932",0.516828673025107,-1.15265484781493,0.635826174789819
"TGME49_225140",0.370875756312222,-1.13245339019109,0.76157763387887
"TGME49_225290",-1.08408494537175,0.886382237182726,0.197702708189031
"TGME49_225370",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_225413",-1.12966069245404,0.357707098031191,0.77195359442285
"TGME49_225590",1.08623432496245,-0.20389563684492,-0.882338688117531
"TGME49_225953",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_225955",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_226230",0.0606659901980848,-1.02895190550729,0.96828591530921
"TGME49_226245",-1.14154902039065,0.420277415426507,0.721271604964146
"TGME49_227370",0.754329285699238,0.379961830437611,-1.13429111613685
"TGME49_228050",-1.03439688423501,0.0727692414413113,0.961627642793697
"TGME49_228065",0.348431508764258,-1.12760267099846,0.779171162234203
"TGME49_228220",-0.965250536509061,1.03145907855299,-0.0662085420439314
"TGME49_228430",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_228440",0,0,0
"TGME49_229270",0,0,0
"TGME49_229330",-1.14468121631938,0.703789019158821,0.440892197160555
"TGME49_229405",-1.14457248599901,0.440129638092568,0.704442847906445
"TGME49_229720",-1.10343022160513,0.25704358259475,0.846386639010387
"TGME49_229910",0,0,0
"TGME49_229915",0.990184833330474,0.0193495109434349,-1.00953434427391
"TGME49_230020",0,0,0
"TGME49_230130",0.870795483895632,-1.09212174708257,0.221326263186936
"TGME49_230135",0.970007161432648,-1.02751125815235,0.0575040967197022
"TGME49_230460",-0.927767053155797,1.05922899041294,-0.131461937257139
"TGME49_230830",0.0349718573311841,0.982055329560453,-1.01702718689164
"TGME49_231060",-1.09005910912483,0.215138127028324,0.874920982096509
"TGME49_231090",-0.439243526271195,1.14444544550518,-0.705201919233983
"TGME49_231390",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_231470",0.946285053836772,-1.0462118487843,0.0999267949475235
"TGME49_231770",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_231860",0,0,0
"TGME49_231880",-1.02781915247755,0.0581784687310264,0.969640683746528
"TGME49_231996",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_232110",-1.13067158415247,0.362391645591045,0.768279938561428
"TGME49_232170",-1.14330570199334,0.431513442398892,0.711792259594449
"TGME49_232655",-1.1483120777983,0.469110672571474,0.679201405226825
"TGME49_232770",0,0,0
"TGME49_233040",-1.10192653298901,0.252101363734864,0.849825169254147
"TGME49_233180",-1.0669514057542,0.915851203294367,0.15110020245983
"TGME49_233270",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_233280",0,0,0
"TGME49_233290",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_233320",0.875432006599235,-1.08980043139634,0.214368424797104
"TGME49_233330",0,0,0
"TGME49_233920",-1.12179516098245,0.797924398799349,0.323870762183097
"TGME49_233940",0,0,0
"TGME49_233950",1.04857617641087,-0.105520847727297,-0.943055328683572
"TGME49_233960",-0.329105433687301,-0.793970736253935,1.12307616994124
"TGME49_234660",0,0,0
"TGME49_234940",-1.12457536032353,0.789218714211548,0.33535664611198
"TGME49_235000",-0.972065511968038,-0.0537046619626465,1.02577017393069
"TGME49_235010",-0.351913736498997,1.12838405263027,-0.776470316131274
"TGME49_235200",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_235315",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_235390",-0.542212534310348,-0.611789069635977,1.15400160394633
"TGME49_235580",1.15263502743993,-0.636103550040508,-0.516531477399418
"TGME49_235650",-0.537067522995559,-0.61671696954262,1.15378449253818
"TGME49_235860",0.588694237187569,0.565931511459647,-1.15462574864722
"TGME49_235950",-1.12826181376516,0.776895940897849,0.351365872867307
"TGME49_237045",0.101842719615486,0.945181569284422,-1.04702428889991
"TGME49_237490",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_237585",0.541462349782873,-1.15397173828609,0.612509388503218
"TGME49_237800",0,0,0
"TGME49_237893",0,0,0
"TGME49_237894",0,0,0
"TGME49_238060",1.15321995424603,-0.627234110168253,-0.525985844077781
"TGME49_238160",-1.14128508210481,0.722633563891793,0.418651518213016
"TGME49_238165",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_238200",-0.544908185013103,-0.609195669263564,1.15410385427666
"TGME49_238220",0.405043479356593,-1.13898040661081,0.733936927254224
"TGME49_238270",-0.142292136734715,-0.921232241989939,1.06352437872465
"TGME49_238440",0.576446110067186,0.5782539565722,-1.15470006663939
"TGME49_238460",-1.14935758936857,0.478591080481792,0.670766508886773
"TGME49_238915",0.324926833898994,-1.12205547322095,0.79712863932196
"TGME49_238980",-1.14562177768311,0.69796302375601,0.447658753927098
"TGME49_239365",0.714967053961133,-1.14273290381101,0.427765849849879
"TGME49_239510",0.912423930778148,-1.06908383446736,0.156659903689216
"TGME49_239520",0.910235931178487,0.160189203387134,-1.07042513456562
"TGME49_239550",-1.15135900585205,0.499657599947127,0.651701405904923
"TGME49_239570",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_239640",0,0,0
"TGME49_239650",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_239660",0,0,0
"TGME49_239670",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_239755",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_239880",-1.01326156026109,0.0270729026298819,0.986188657631211
"TGME49_240230",0,0,0
"TGME49_240260",0,0,0
"TGME49_240330",0.888616466719075,0.194260933846944,-1.08287740056602
"TGME49_240350",0,0,0
"TGME49_240390",1.10687010109841,-0.838266464671316,-0.26860363642709
"TGME49_240470",0.402659239170496,0.735899889570848,-1.13855912874135
"TGME49_240790",0.805383177584734,0.31391042972812,-1.11929360731285
"TGME49_240930",-0.202824696495688,1.0858647883731,-0.883040091877414
"TGME49_240940",0.390233925099092,0.746046207563011,-1.1362801326621
"TGME49_242300",0,0,0
"TGME49_242310",0.507818030335688,-1.15201292677801,0.644194896442326
"TGME49_242370",-1.12419845263018,0.790426577563111,0.333771875067065
"TGME49_242390",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_242400",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_242900",0,0,0
"TGME49_243140",0,0,0
"TGME49_243470",-0.15072534858288,1.06680677355823,-0.916081424975342
"TGME49_243655",-1.14466723422249,0.703873315199211,0.440793919023281
"TGME49_243670",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_243720",-0.125438974580127,1.05680137412948,-0.931362399549353
"TGME49_244030",-1.141424573895,0.419508925273673,0.721915648621326
"TGME49_244335",0.857333160027814,0.241210191890853,-1.09854335191867
"TGME49_244360",0.702520952291355,-1.14489025992004,0.442369307628681
"TGME49_244590",1.12402984946459,-0.790963987046298,-0.333065862418291
"TGME49_244620",1.14858914400099,-0.677042972047888,-0.471546171953104
"TGME49_244850",-0.345179075552255,-0.781684298368754,1.12686337392101
"TGME49_244890",0,0,0
"TGME49_245600",1.09764981371196,-0.23838382574141,-0.859265987970546
"TGME49_246555",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_246650",-1.06149719719917,0.137152644283843,0.924344552915332
"TGME49_246660",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_247010",0,0,0
"TGME49_247340",-0.168021751874361,1.07336749423657,-0.905345742362209
"TGME49_247620",0,0,0
"TGME49_247750",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_247850",0.636112702257443,0.516521669502093,-1.15263437175954
"TGME49_247940",0,0,0
"TGME49_248210",0,0,0
"TGME49_248225",-1.0748682836011,0.172066341247024,0.902801942354075
"TGME49_248330",0.606427859221321,-1.15420390526853,0.547776046047212
"TGME49_248677",1.11886648434546,-0.312242338909022,-0.806624145436436
"TGME49_248730",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_248760",-1.13909851119443,0.733381292592371,0.405717218602054
"TGME49_248820",0,0,0
"TGME49_249230",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_249750",0.956586778751495,0.0818015142239717,-1.03838829297547
"TGME49_250360",1.15258609842606,-0.51580367587977,-0.636782422546288
"TGME49_250720",0.750595212232647,0.384607072465188,-1.13520228469784
"TGME49_250920",-1.15420916420947,0.547934324286995,0.606274839922477
"TGME49_251857",0.442729439887512,0.702211471982314,-1.14494091186983
"TGME49_251900",-1.14815950254838,0.680368591379285,0.467790911169099
"TGME49_251940",-1.08190651505149,0.890393838335783,0.191512676715704
"TGME49_251962",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_252080",-1.15007183369777,0.485587143792523,0.664484689905246
"TGME49_252090",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_252255",0.188143150423545,-1.08070809197543,0.892564941551885
"TGME49_252260",-0.113911353556731,-0.938166502980559,1.05207785653729
"TGME49_252330",-1.14568252474781,0.697575637610268,0.448106887137547
"TGME49_252350",0.584323750005116,-1.15467234820562,0.570348598200503
"TGME49_252640",-0.347729223324302,1.12744381153739,-0.779714588213092
"TGME49_253110",-1.03794972539667,0.0808022076161931,0.957147517780476
"TGME49_253150",0.610612159565447,0.543436868902635,-1.15404902846808
"TGME49_253330",-1.12634564516651,0.342924971944827,0.783420673221666
"TGME49_253770",0,0,0
"TGME49_253790",1.03975441586768,-0.954829005277798,-0.0849254105898862
"TGME49_253840",0,0,0
"TGME49_254020",1.15436419098985,-0.601316840578885,-0.553047350410962
"TGME49_254180",0,0,0
"TGME49_254190",0.911872116491411,0.157551457824593,-1.069423574316
"TGME49_254330",0,0,0
"TGME49_254430",0.578395100031709,0.576304807690051,-1.15469990772176
"TGME49_254750",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_254780",0,0,0
"TGME49_254790",0.609081033114696,0.545027150744646,-1.15410818385934
"TGME49_255480",0.456505134686697,0.690280119338792,-1.14678525402549
"TGME49_255490",0,0,0
"TGME49_255620",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_255710",-0.92512178583888,-0.135863923598651,1.06098570943753
"TGME49_256020",0.81431731313125,0.301830401989601,-1.11614771512085
"TGME49_256080",0.615604528694133,0.538231599152767,-1.1538361278469
"TGME49_256850",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_256865",0.181549963451566,-1.07833749016667,0.896787526715101
"TGME49_257000",-1.07284367481191,0.166618055567457,0.906225619244453
"TGME49_257690",0.121998089138002,-1.05540205627251,0.933403967134506
"TGME49_257925",1.06607810917335,-0.917237048928176,-0.148841060245172
"TGME49_258120",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_258200",1.14798180756858,-0.681709644580342,-0.466272162988236
"TGME49_258370",0.774097646562265,0.354961705747985,-1.12905935231025
"TGME49_258520",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_258530",0,0,0
"TGME49_258840",-1.13181444231036,0.764015906308717,0.367798536001646
"TGME49_258910",-0.986589427156819,-0.026302223158889,1.01289165031571
"TGME49_259020",0.9713157019772,-1.02640673477793,0.0550910328007279
"TGME49_259030",0,0,0
"TGME49_259150",-1.14905668607674,0.475778410700354,0.673278275376382
"TGME49_259155",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_259180",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_259205",0.455522896671514,0.691136896398847,-1.14665979307036
"TGME49_259280",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_259900",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_259960",-1.09807861002791,0.858340977575507,0.239737632452408
"TGME49_260000",0.955984759922533,-1.03885765263991,0.0828728927173807
"TGME49_260190",1.11819280423981,-0.309629692096837,-0.808563112142967
"TGME49_261040",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_262160",0.68307106877548,0.464727720542958,-1.14779878931844
"TGME49_262440",-1.07458792122872,0.903279752226557,0.171308169002162
"TGME49_262630",0.421690506195975,0.720085913926798,-1.14177642012278
"TGME49_262890",0.869280552309837,0.223587261275663,-1.0928678135855
"TGME49_262940",0,0,0
"TGME49_262970",-0.891708167933676,-0.189474498288261,1.08118266622194
"TGME49_263250",0,0,0
"TGME49_263380",0.67759739665307,0.470921207589539,-1.14851860424261
"TGME49_263410",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_264150",0.248257878626462,-1.10074350979379,0.852485631167321
"TGME49_264178",-1.09771295076771,0.859130077689363,0.238582873078346
"TGME49_264660",-1.03626085385715,0.0769699322416132,0.959290921615533
"TGME49_265050",-0.966851864964408,-0.0632898103047896,1.0301416752692
"TGME49_265060",0.851466201871623,-1.10119885158697,0.249732649715347
"TGME49_265205",-0.0467081937626799,-0.975827447422083,1.02253564118476
"TGME49_265538",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_266150",-1.14461634299922,0.44043675494421,0.704179588055006
"TGME49_266270",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_266340",0.816969524625709,0.29821220023519,-1.1151817248609
"TGME49_266600",0,0,0
"TGME49_266610",-1.10242292586352,0.848697209477514,0.253725716386009
"TGME49_266670",0.837685900080992,0.269424257956608,-1.1071101580376
"TGME49_266675",0,0,0
"TGME49_266700",0.731246560667758,-1.13954759874859,0.408301038080836
"TGME49_266710",0,0,0
"TGME49_266770",-1.10517990602414,0.842301933244772,0.262877972779369
"TGME49_266785",0.739381061868089,0.398415408382346,-1.13779647025043
"TGME49_266860",-1.08378911355704,0.196857068958098,0.886932044598945
"TGME49_267030",-1.15469714866685,0.574925529661903,0.57977161900495
"TGME49_267045",1.074885196964,-0.902773079020857,-0.172112117943139
"TGME49_267410",0,0,0
"TGME49_267470",-1.03952372885607,0.0843967155485275,0.955127013307545
"TGME49_267990",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_268270",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_268310",0.257080700693818,-1.10344144020069,0.846360739506868
"TGME49_268360",-1.12022082943729,0.317563573941182,0.802657255496105
"TGME49_268820",1.04195409729226,-0.0899912665698449,-0.951962830722413
"TGME49_268860",0.945991571974237,-1.04642839694963,0.100436824975394
"TGME49_268930",-1.00340931857998,0.00685386911162524,0.996555449468351
"TGME49_268940",-0.965375087043952,-0.0659819434974515,1.0313570305414
"TGME49_269110",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_269120",-1.14304882765747,0.429822144287408,0.713226683370062
"TGME49_269160",0.844156718174455,0.260233575712905,-1.10439029388736
"TGME49_269300",0.252880833338333,0.849284166959624,-1.10216500029796
"TGME49_269310",1.02408774010807,-0.974032209106293,-0.0500555310017783
"TGME49_269315",1.01255946303501,-0.0256109262433375,-0.986948536791669
"TGME49_269400",-1.13303960720225,0.759304492783727,0.373735114418521
"TGME49_270820",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_270950",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_271210",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_271220",0,0,0
"TGME49_271285",-1.1497065478633,0.481949343174161,0.667757204689138
"TGME49_271320",0.770131531423345,-1.13016513373627,0.360033602312921
"TGME49_271570",0,0,0
"TGME49_271580",0.679137275809754,-1.14832040479895,0.469183128989193
"TGME49_271590",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_272020",0.810031488988659,0.307645984613606,-1.11767747360226
"TGME49_272200",-0.976607204053198,1.02185657666318,-0.0452493726099877
"TGME49_272240",0.599400152222244,0.555016013088656,-1.1544161653109
"TGME49_272260",-1.12492486410516,0.788090527795323,0.336834336309833
"TGME49_272280",0,0,0
"TGME49_272360",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_272430",1.06020375617596,-0.133899913753126,-0.92630384242283
"TGME49_272440",1.09182024351029,-0.871404233677069,-0.220416009833227
"TGME49_272590",1.0484822938763,-0.94318465097052,-0.105297642905781
"TGME49_272905",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_273510",-1.11023118864474,0.829961061485959,0.280270127158777
"TGME49_273740",0.497135941657341,-1.15114311542016,0.654007173762821
"TGME49_273750",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_274020",0.596766683822657,0.557713699205788,-1.15448038302845
"TGME49_274140",1.04992818922164,-0.941182904983827,-0.108745284237817
"TGME49_274170",-1.15272887242454,0.634777705330997,0.517951167093543
"TGME49_274280",0,0,0
"TGME49_275590",-0.067133999675363,1.03187545395679,-0.96474145428143
"TGME49_275660",0.622035684615458,0.531480647482451,-1.15351633209791
"TGME49_275710",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_275790",0.770129836563303,-1.13016560015373,0.360035763590432
"TGME49_275795",0.85724214464582,0.241343052897444,-1.09858519754327
"TGME49_275798",-1.09884809124974,0.85666931290754,0.242178778342203
"TGME49_275850",0,0,0
"TGME49_276840",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_276860",0.737006808308695,-1.13831878681435,0.40131197850566
"TGME49_276870",0,0,0
"TGME49_276980",-1.1341780106621,0.754786048722572,0.379391961939529
"TGME49_277060",0.842752304218302,0.262236614960816,-1.10498891917912
"TGME49_277572",0,0,0
"TGME49_277980",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_278070",-0.577350269189626,-0.577350269189626,1.15470053837925
"TGME49_278080",0.726581413072355,0.413921997704642,-1.140503410777
"TGME49_278110",0.784842997075501,0.341074310895512,-1.12591730797102
"TGME49_278120",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_278180",1.06978731074899,-0.911279537575638,-0.158507773173353
"TGME49_278240",-1.12809909458231,0.35063838403598,0.777460710546331
"TGME49_278245",-1.13533479414095,0.385290921313077,0.750043872827876
"TGME49_278320",0,0,0
"TGME49_278330",0,0,0
"TGME49_278340",1.15470053837925,-0.577350269189626,-0.577350269189626
"TGME49_278350",0.733241846926071,-1.13912807258033,0.405886225654262
"TGME49_278380",0,0,0
"TGME49_278460",-0.577350269189626,1.15470053837925,-0.577350269189626
"TGME49_278522",-0.577350269189626,1.15470053837925,-0.577350269189626
